('2017-04-26 23:55:56', 'Market Commentary For Thursday Apr 27 $JPM $ORLY $BA $WTW $NFLX $IRBT $DECK
('2017-04-24 07:31:40', '#JPMorganChase Data Startup Liquidaty Lands #organChase Bank as Customer. Read more: https://t.co/QZheMKBBhc $JPM')
('2017-04-24 07:31:03', '#JPMorganChase #organChase Awards $8.6 Million for Healthcare Workforce Programs. Read more: https://t.co/hx1WVFnKvE $JPM')
('2017-04-24 07:16:45', '#Dow #stocks $JPM JPMorgan Chase Daily:0.21% Weekly:3.9% YTD:0.74% Trend:83 / 100  https://t.co/EovIb6YJsz')
('2017-04-24 06:53:19', 'Short Stock Picks for April 24 2017\n\nhttps://t.co/Fy0TcG6V4f\n\n$CBS $CELG $IBM $JPM $LYB $MAT $UA $VIAB $VZ $WDC')
('2017-04-24 06:37:03', '$ESLT This is a must join site! Subscribe to this YouTube Channel for more info on: $INNL $TSLA $JPM\n\nGo Here:  https://t.co/L3pKO8TDoe')
('2017-04-24 06:31:11', 'JPMorgan Chase &amp; Co. $JPM Shares Sold by Public Sector Pension Investment Board https://t.co/DXnEogRdUX')
('2017-04-24 06:31:11', 'JPMorgan Chase &amp; Co. $JPM Shares Sold by Public Sector Pension Investment Board https://t.co/tRd02yGWkT')
('2017-04-24 05:39:51'," ""$BAC $C $GS $JPM $MS $WFC Major U.S. banks look attractive: Barron's https://t.co/pLMZpIScvP"")"
('2017-04-24 05:33:30', '$SPY $JPM $GS $BAC $C $WFC the banks should rally on the back of a Macron victory. Watch the 10 yr gain 2%+ tomorrow...')
('2017-04-24 05:25:45', 'RT @Sandro_power: $JPM  BEARISH UPDATE   https://t.co/pSPUx1The7')
('2017-04-24 05:19:00', 'Dave Landry on Swing Trading: https://t.co/SpqvWWKGCo $AMZN $SPY $PCLN $GOOGL $NFLX $C $WFM $JPM')
('2017-04-24 04:53:26', 'RT @Sandro_power: $JPM $GS some bearish scalp trades have worked today but nothing compares to when you have a strong confirmation to a movâ€_')
('2017-04-24 04:53:00', 'RT @Sandro_power: $JPM looking weak I am in some  may 19  85 puts at 1.73 this is just an early entry this still needs to confirm for a solâ€_')
('2017-04-24 04:16:51', 'RT @sonycomeback: $SNE #SONY PT $100 https://t.co/Uo58VyKWyn $JPM $MS $GS $BAC $WFC $SAN $RBC $DB $BNS $TD $RJF $EVR $BBVA $LUK $BBT $CS $Aâ€_')
('2017-04-24 04:15:44', '$SNE #SONY PT $100 https://t.co/Uo58VyKWyn $JPM $MS $GS $BAC $WFC $SAN $RBC $DB $BNS $TD $RJF $EVR $BBVA $LUK $BBTâ€_ https://t.co/7ocOL9rMNX')
('2017-04-24 02:48:56', 'Best Practices for Equity Research Analysts : Essentials for Buy-Side and Sell-Side Analysts: https://t.co/9lNZvBQQL9 $GS $MS $JPM $C')
('2017-04-24 02:46:03', '$FNSR See what others are saying! Subscribe to this YouTube Channel for more info on: $SAEX $JPM $LRCX\n\nGo Here:  https://t.co/F9LBIBHiPT')
('2017-04-24 02:16:47', 'RT @AsifSuria: New post: Insider Weekends â€“ Insiders at Wells Fargo Buy $5 Million Worth of Stock https://t.co/mJKhVQrwdg Buys: $WFC $JPM $â€_')
('2017-04-24 01:56:24'," ""Era of 'free' research ends - banks mull new pricing model https://t.co/QjvYwqg2BZ $JPM $DB $CRZBY"")"
('2017-04-24 01:50:21'," ""RT @ExactOptionPick: Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/78FVQDKYyw\n\n$NVDA $TSLA $GSâ€_"")"
('2017-04-24 01:50:21'," ""RT @ExactOptionPick: Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/78FVQDKYyw\n\n$NVDA $TSLA $GSâ€_"")"
('2017-04-24 01:50:13'," ""Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/78FVQDKYyw\n\n$NVDA $TSLA $GS $JPM $BAC $GOOGL $FB"")"
('2017-04-24 01:35:36', 'Interesting Stocks for April 24 https://t.co/mvqict7LO1 $FB $BABA $NFLX $TSLA $AAPL $JPM')
('2017-04-24 01:25:04', '$JPM Check out this site! Subscribe to this YouTube Channel for more info on: $ZYNE $CRSP $INTC\n\nGo Here:  https://t.co/DfOZMPWdUD')
('2017-04-24 01:18:08', 'Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/0MOMM6PslY')
('2017-04-24 01:14:40', '$MSFT See what others are saying! Subscribe to this YouTube Channel for more info on: $MS $JPM $SFUN\n\nGo Here:  https://t.co/FPIhz3XpNk')
('2017-04-24 00:23:20', 'RT @DayTradersGroup: Congrats to traders holding long over weekend +22 POINTS_Ÿ’° after our #Swingtrade BUY alert Fri @ 3:50 PM - 21 Apr $SPYâ€_')
('2017-04-24 00:18:03', 'RT @DayTradersGroup: Congrats to traders holding long over weekend +22 POINTS_Ÿ’° after our #Swingtrade BUY alert Fri @ 3:50 PM - 21 Apr $SPYâ€_')
('2017-04-24 00:14:54', 'RT @DayTradersGroup: Congrats to traders holding long over weekend +22 POINTS_Ÿ’° after our #Swingtrade BUY alert Fri @ 3:50 PM - 21 Apr $SPYâ€_')
('2017-04-24 00:05:47', 'RT @DayTradersGroup: Congrats to traders holding long over weekend +22 POINTS_Ÿ’° after our #Swingtrade BUY alert Fri @ 3:50 PM - 21 Apr $SPYâ€_')
('2017-04-24 00:05:44', 'RT @DayTradersGroup: Congrats to traders holding long over weekend +22 POINTS_Ÿ’° after our #Swingtrade BUY alert Fri @ 3:50 PM - 21 Apr $SPYâ€_')
('2017-04-24 00:05:38', 'RT @DayTradersGroup: Congrats to traders holding long over weekend +22 POINTS_Ÿ’° after our #Swingtrade BUY alert Fri @ 3:50 PM - 21 Apr $SPYâ€_')
('2017-04-23 23:52:51', 'Congrats to traders holding long over weekend +22 POINTS_Ÿ’° after our #Swingtrade BUY alert Fri @ 3:50 PM - 21 Apr $SPY $AAPL $AMZN $MSFT $JPM')
('2017-04-23 22:59:38', 'RT @Sandro_power: $JPM  BEARISH UPDATE   https://t.co/pSPUx1The7')
('2017-04-23 22:23:21', 'If this move in $ES_F sticks overnight the #1 thing to watch is if the (expected) opening gains in banks are able to hold/extend #XLF $JPM')
('2017-04-23 21:48:29', 'Bank Earnings Are Off to a Great Start https://t.co/k9dZpGUIPz $C $WFC $JPM https://t.co/J81Z3caHao')
('2017-04-23 21:46:58', 'This Big Bank Had the Best First-Quarter Earnings Report https://t.co/rnbhd0tEgB $BAC $C $WFC $JPM https://t.co/4jA5SyNEtp')
('2017-04-23 21:43:37', 'RT @jpmorgan: What does declining mall traffic at U.S. malls mean for brick-and-mortar stores? Read $JPM Research insights: https://t.co/7Dâ€_')
('2017-04-23 21:33:33', '$JPM at risk of a potential downside move of $5-6 @Albanyfx https://t.co/nCIkaXoIzT')
('2017-04-23 21:02:09', 'RT @OwnedByTheBulls: $JPM $AEM JPMorganâ€™s most preferred US gold producer is Agnico Eagle Mines Ltd (NYSE:AEM) https://t.co/x4UUjVq4ib â€_')
('2017-04-23 20:57:49', 'RT @OwnedByTheBulls: $JPM $AEM JPMorganâ€™s most preferred US gold producer is Agnico Eagle Mines Ltd (NYSE:AEM) https://t.co/x4UUjVq4ib â€_')
('2017-04-23 20:52:24', 'JPMorgan Chase &amp; Co. $JPM Shares Sold by EagleClaw Capital Managment LLC https://t.co/oystqgIMeq')
('2017-04-23 20:52:23'," '@crainsdetroit @BankofAmerica They define ""commitment"" a little different than JP Morgan Chase $JPM . If you need aâ€_ https://t.co/NdNgh50VXG')"
('2017-04-23 20:52:22', 'Good Life Advisors LLC Invests $263000 in JPMorgan Chase &amp; Co. $JPM https://t.co/LB0YVaUjtd')
('2017-04-23 20:52:21', 'Good Life Advisors LLC Invests $263000 in JPMorgan Chase &amp; Co. $JPM https://t.co/b1bwvZsnEN')
('2017-04-23 20:52:20', 'JPMorgan Chase &amp; Co. $JPM is Asset Management One Co. Ltd.â€™s 5th Largest Position https://t.co/FPERmHrWQJ')
('2017-04-23 20:52:19', 'JPMorgan Chase &amp; Co. $JPM is Asset Management One Co. Ltd.â€™s 5th Largest Position https://t.co/lEhKT4HN1Y')
('2017-04-23 20:45:36', '@JMVala_Trades $jpm please.')
('2017-04-23 20:29:09', 'RT @IBDinvestors: Stock Futures Rise As Investors Bet Hillary Clinton Won First Debate https://t.co/FU9vyVlF08 $ACIA $JPM $BAC https://t.coâ€_')
('2017-04-23 20:12:25', 'RT @RudyHavenstein: Keep this for the next time Jamie Dimon is being worshipped on @CNBC $JPM https://t.co/3MtfxHKiba https://t.co/RQHSu4Frâ€_')
('2017-04-23 20:07:30', 'New post: Insider Weekends â€“ Insiders at Wells Fargo Buy $5 Million Worth of Stock https://t.co/mJKhVQrwdg Buys: $WFC $JPM $NBEV $OPK $TCBI')
('2017-04-23 18:41:12', 'Does Chase have European exposure? $JPM https://t.co/efGjC3rhKY')
('2017-04-23 18:11:55', 'RT @jpmorgan: $JPM Research Update: #Economist Michael Feroli on the outlook for the U.S. consumer. https://t.co/kkaV5vO4RU')
('2017-04-23 17:53:01', 'FREE REPORT\n#Stocks #equity #investment #HedgeFunds reducing #Financials $XLF exposure\nFor example $JPM weakeningâ€_ https://t.co/vGidWKoXms')
('2017-04-23 17:12:05', 'RT @VistaPResearch: Bank of America JPMorgan and the Battle for Small-Business Clients $BAC $JPM $DGLT #fintech #mobilepay  https://t.co/uâ€_')
('2017-04-23 17:11:03', '$JPM $GOOG:\n\n11 Most Profitable Companies In The Fortune 500:\n\nhttps://t.co/L0BFoJMTXu')
('2017-04-23 16:44:32', 'RT @OwnedByTheBulls: $JPM $AEM JPMorganâ€™s most preferred US gold producer is Agnico Eagle Mines Ltd (NYSE:AEM) https://t.co/x4UUjVq4ib â€_')
('2017-04-23 16:37:49', 'RT @OTCMarketsNews: $JPM $AEM JPMorganâ€™s most preferred US gold producer is Agnico Eagle Mines Ltd (NYSE:AEM) https://t.co/7Ate8NoGLF')
('2017-04-23 13:27:20', 'RT @whotrades: 5 Things JPMorgan Chase Wants You to Know https://t.co/9QdMo5sLhq $JPM https://t.co/64u7fNqqPo')
('2017-04-23 12:52:43', '51950 Shares in JPMorgan Chase &amp; Co. $JPM Acquired by Shepherd Financial Partners LLC https://t.co/zmpMkqqn8n')
('2017-04-23 12:52:10', 'JPMorgan Chase &amp; Co. $JPM Position Boosted by Cypress Wealth Advisors LLC https://t.co/S90vWJmaUa')
('2017-04-23 12:50:01', '7194 Shares in JPMorgan Chase &amp; Co. $JPM Acquired by Round Hill Asset Management https://t.co/sf6QW0j0Gn')
('2017-04-23 12:26:05', '$JPM:\n\nDefinitely Bullish Signals For Gold:\n\nhttps://t.co/pPzgeoURVg')
('2017-04-23 12:13:55', 'JPMorgan has a $9.6B annual technology budget. https://t.co/JZvqMaHmWo $JPM')
('2017-04-23 11:58:03', 'JPMorgan Chase &amp; Co. $JPM Shares Sold by Boothbay Fund Management LLC https://t.co/GUMXGZrzWl')
('2017-04-23 11:35:37', 'RT @Investing_Books: Best Practices for Equity Research Analysts : Essentials for Buy-Side and Sell-Side Analysts: https://t.co/9lNZvBQQL9â€_')
('2017-04-23 11:13:39', 'RT @StockTwits: This is probably a record. JP Morgan says someone made a $100 MILLION trade from their smartphone: https://t.co/IhOrapfNG0â€_')
('2017-04-23 10:18:57', 'Best Practices for Equity Research Analysts : Essentials for Buy-Side and Sell-Side Analysts: https://t.co/9lNZvBQQL9 $GS $MS $JPM $C')
('2017-04-23 10:09:15', '7194 Shares in JPMorgan Chase &amp; Co. $JPM Acquired by Round Hill Asset Management https://t.co/J34ARGwAF3')
('2017-04-23 10:07:14', 'JPMorgan Chase &amp; Co. $JPM Shares Sold by Boothbay Fund Management LLC https://t.co/gdingLTPNV')
('2017-04-23 10:07:10', '51950 Shares in JPMorgan Chase &amp; Co. $JPM Acquired by Shepherd Financial Partners LLC https://t.co/y9S1hzVY75')
('2017-04-23 10:05:22', '7194 Shares in JPMorgan Chase &amp; Co. $JPM Acquired by Round Hill Asset Management https://t.co/EQODhY0EBH #stocks')
('2017-04-23 10:04:10', 'JPMorgan Chase &amp; Co. $JPM Position Boosted by Cypress Wealth Advisors LLC https://t.co/guLKNI9FJ7')
('2017-04-23 10:03:05', '7194 Shares in JPMorgan Chase &amp; Co. $JPM Acquired by Round Hill Asset Management https://t.co/oltNgY1wx1')
('2017-04-23 10:02:51', '7194 Shares in JPMorgan Chase &amp; Co. $JPM Acquired by Round Hill Asset Management https://t.co/TxOlAdUWld')
('2017-04-23 08:48:07', 'Regional banking index $KRE sorted by year over year change. $CMA $BAC $CFR $STI $PNC $JPM $FITB $C $BBT $USB $CBSHâ€_ https://t.co/ujmFAEOXXc')
('2017-04-23 07:52:51', 'RT @jpmorgan: $JPM Research analyzed satellite #data of mall traffic. Hereâ€™s what it shows about U.S. retail: https://t.co/7D08PxCsAv httpsâ€_')
('2017-04-23 06:49:51', 'JPMorgan Chase &amp; Co. $JPM is Davy Asset Management Ltdâ€™s 2nd Largest Position https://t.co/umO6KRYVfT')
('2017-04-23 06:49:50', 'Guardian Capital LP Has $27.328 Million Position in JPMorgan Chase &amp; Co. $JPM https://t.co/dVqZqi6czX')
('2017-04-23 06:49:50', 'JPMorgan Chase &amp; Co. $JPM is Davy Asset Management Ltdâ€™s 2nd Largest Position https://t.co/emdSea3Jvu')
('2017-04-23 06:49:49', 'Guardian Capital Advisors LP Has $10.656 Million Position in JPMorgan Chase &amp; Co. $JPM https://t.co/HEeOStydQm')
('2017-04-23 06:49:49', 'Guardian Capital Advisors LP Has $10.656 Million Position in JPMorgan Chase &amp; Co. $JPM https://t.co/NR77GXp59p')
('2017-04-23 06:06:07', '$JPM $AEM JPMorganâ€™s most preferred US gold producer is Agnico Eagle Mines Ltd (NYSE:AEM) https://t.co/x4UUjVq4ib â€_')
('2017-04-23 05:45:23', 'RT @bitcoinagile: Bank of America JPMorgan and the Battle for Small-Business Clients #fintech #mobilepay $BAC $JPM $DGLT https://t.co/iwKWâ€_')
('2017-04-23 05:44:54', 'RT @bitcoinagile: Bank of America JPMorgan and the Battle for Small-Business Clients #fintech #mobilepay $BAC $JPM $DGLT https://t.co/iwKWâ€_')
('2017-04-23 05:31:50', 'RT @bitcoinagile: Bank of America JPMorgan and the Battle for Small-Business Clients #fintech #mobilepay $BAC $JPM $DGLT https://t.co/iwKWâ€_')
('2017-04-23 05:31:08', 'Bank of America JPMorgan and the Battle for Small-Business Clients #fintech #mobilepay $BAC $JPM $DGLT https://t.co/dFEuBM4Y8u')
('2017-04-23 05:28:45', 'Bank of America JPMorgan and the Battle for Small-Business Clients #fintech #mobilepay $BAC $JPM $DGLT https://t.co/iwKW5zt4Eg')
('2017-04-23 05:28:43', 'Bank of America JPMorgan and the Battle for Small-Business Clients $BAC $JPM $DGLT #fintech #mobilepay  https://t.co/uOdW50cf7Q')
('2017-04-23 03:16:51', 'JPMorgan Chase &amp; Co. $JPM is Zurich Insurance Group Ltd FIâ€™s 7th Largest Position https://t.co/07ilUsfgIQ')
('2017-04-23 03:10:38', '5 Best Investment Ideas For 2017 @themotleyfool #stocks $BAC $JPM $O $XLF $SDY https://t.co/kHuyD0NXgZ')
('2017-04-23 02:17:49', '$JPM Weekly Top Insider Buys Highlight for the Week of April 21 https://t.co/JGKOT2osCZ')
('2017-04-23 01:47:39', 'FREE REPORT\n#Stocks #equity #investment #HedgeFunds reducing #Financials $XLF exposure\nFor example $JPM weakeningâ€_ https://t.co/baaoVHkER1')
('2017-04-23 00:32:25', 'Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/Chka2POfXW')
('2017-04-22 23:59:25'," ""RT @OphirGottlieb: Trump's take on deregulation has opned up an opportunity in $JPM options https://t.co/lnSzYLLy16 https://t.co/MNNb7w40Pw"")"
('2017-04-22 23:54:39'," ""Trump's take on deregulation has opned up an opportunity in $JPM options https://t.co/lnSzYLLy16 https://t.co/MNNb7w40Pw"")"
('2017-04-22 23:21:38', 'RT @Chase: $JPM reports 1Q17 net income of $6.4B $1.65 EPS on revenue of $25.6B; ROTCE of 13%. https://t.co/DkixRg0t3h')
('2017-04-22 23:21:32'," ""RT @Chase: $JPM's Annual Report and Proxy is now available. Read it here: https://t.co/vFrzcwghHs https://t.co/VmyZczgsQC"")"
('2017-04-22 23:21:23', 'RT @Chase: Jamie Dimon will discuss his annual letter (and more) live over at https://t.co/yc65p56ruS. $JPM #TuneIn https://t.co/2bBCnz0Umb')
('2017-04-22 23:21:21'," ""RT @Chase: Jamie Dimon's annual shareholder letter just posted. Check it out here. $JPM https://t.co/hMoVGF1Ckf"")"
('2017-04-22 20:52:56', '@ZaysevB Thanks for follow! All the best! See Vista Partners #Investing #Fintech #Dow30  https://t.co/5Xl0IZy0si $Vâ€_ https://t.co/fLSM0eTE6g')
('2017-04-22 20:29:51', 'Wilkins Investment Counsel Inc. Has $1.332 Million Position in JPMorgan Chase &amp; Co. $JPM https://t.co/G2gg88ZHHs')
('2017-04-22 20:13:13', '$JPM:\n\nBank Earnings Are Off to a Great Start:\n\nhttps://t.co/7GEs0WBE42')
('2017-04-22 20:08:03', 'Aviva PLC Acquires 72894 Shares of JPMorgan Chase &amp; Co. $JPM https://t.co/nrjiOiQkQh')
('2017-04-22 20:08:02', 'Aviva PLC Acquires 72894 Shares of JPMorgan Chase &amp; Co. $JPM https://t.co/RrPjmG1wl4')
('2017-04-22 20:08:02', 'JPMorgan Chase &amp; Co. $JPM Position Lowered by Gamco Investors INC. ET AL https://t.co/Zg5ngtbSck')
('2017-04-22 19:50:27', 'Tiemann Investment Advisors LLC Sells 3890 Shares of JPMorgan Chase &amp; Co. $JPM https://t.co/fn4zJPU1zJ')
('2017-04-22 18:41:57', 'RT @PortfolioBuzz: Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/Vâ€_')
('2017-04-22 18:39:12', 'RT @jpmorgan: #TBT: This $JPM bond helped finance the Northern Pacific Railroad which brought people to @YellowstoneNPS. #NPS100 https://tâ€_')
('2017-04-22 18:38:24', 'Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/V9cfaqt1kE')
('2017-04-22 18:20:45'," 'What Large Caps Consistently Make ""Alpha""? | $AAPL $MSFT $AMZN $BRK.A $BRK.B $FB $JPM $BABA $BAC $V $MA $MRK $PEP https://t.co/C3ymu6CDDA')"
('2017-04-22 18:05:51', 'RT @Sandro_power: $JPM  BEARISH UPDATE   https://t.co/pSPUx1The7')
('2017-04-22 17:55:14', 'Nothing has changed. Still bearish banks. $XLF $C $JPM $GS $BAC +++ https://t.co/kqLzhONbZn')
('2017-04-22 17:52:22', 'RT @OTCMarketsNews: $JPM $AEM JPMorganâ€™s most preferred US gold producer is Agnico Eagle Mines Ltd (NYSE:AEM) https://t.co/7Ate8NoGLF')
('2017-04-22 17:34:22', 'RT @Sandro_power: $JPM  BEARISH UPDATE   https://t.co/pSPUx1The7')
('2017-04-22 16:43:19', 'RT @OptionScan: France elections $SPY $AAPL $GOOG $AMZN $FAS $TLT $IWM $TSLA $JPM $GS $BAC $AMD $PCLN $TWTR $QQQ https://t.co/oA3qk6IUIU')
('2017-04-22 16:41:03', 'RT @Sandro_power: $JPM $GS some bearish scalp trades have worked today but nothing compares to when you have a strong confirmation to a movâ€_')
('2017-04-22 16:40:54', 'RT @Sandro_power: $JPM looking weak I am in some  may 19  85 puts at 1.73 this is just an early entry this still needs to confirm for a solâ€_')
('2017-04-22 16:33:58', '$JPM  BEARISH UPDATE   https://t.co/pSPUx1The7')
('2017-04-22 16:33:12', 'France elections $SPY $AAPL $GOOG $AMZN $FAS $TLT $IWM $TSLA $JPM $GS $BAC $AMD $PCLN $TWTR $QQQ https://t.co/oA3qk6IUIU')
('2017-04-22 16:21:15', 'JPMorgan Chase &amp; Co. Sees Unusually Large Options Volume $JPM https://t.co/2xJ7aq42FB')
('2017-04-22 15:57:04', 'The Future Of Money Management? https://t.co/FmVWzkV7JO $BK $BLK $JPM $PNC $STT')
('2017-04-22 15:44:41', 'Investors Buy High Volume of JPMorgan Chase &amp; Co. Call Options $JPM https://t.co/iKeq69lOWv')
('2017-04-22 15:36:49'," ""RT @Chase: Jamie Dimon's annual shareholder letter just posted. Check it out here. $JPM https://t.co/hMoVGF1Ckf"")"
('2017-04-22 15:36:46', 'RT @Chase: Jamie Dimon will discuss his annual letter (and more) live over at https://t.co/yc65p56ruS. $JPM #TuneIn https://t.co/2bBCnz0Umb')
('2017-04-22 15:36:35'," ""RT @Chase: $JPM's Annual Report and Proxy is now available. Read it here: https://t.co/vFrzcwghHs https://t.co/VmyZczgsQC"")"
('2017-04-22 15:36:29', 'RT @Chase: $JPM reports 1Q17 net income of $6.4B $1.65 EPS on revenue of $25.6B; ROTCE of 13%. https://t.co/DkixRg0t3h')
('2017-04-22 15:28:53', 'JPMorgan Chase &amp; Co. Target of Unusually Large Options Trading $JPM https://t.co/iVod1xyRIB')
('2017-04-22 15:28:52', 'JPMorgan Chase &amp; Co. Target of Unusually Large Options Trading $JPM https://t.co/xtDWjxC3QD')
('2017-04-22 15:28:40', 'These banks have some of the lowest valuations in the sector:\n$BAC $C $GS $JPM $MS $WFC\nhttps://t.co/vaGMrMD3JK https://t.co/6LaG1IK19e')
('2017-04-22 15:17:13', 'RT @jpmorgan: $JPM examined satellite imagery of traffic at U.S. malls. See what #bigdata shows about the outlook for retail. https://t.co/â€_')
('2017-04-22 15:17:11', 'RT @jpmorgan: What does declining mall traffic at U.S. malls mean for brick-and-mortar stores? Read $JPM Research insights: https://t.co/7Dâ€_')
('2017-04-22 15:17:07', 'RT @jpmorgan: $JPM Research analyzed satellite #data of mall traffic. Hereâ€™s what it shows about U.S. retail: https://t.co/7D08PxCsAv httpsâ€_')
('2017-04-22 15:17:04', 'RT @jpmorgan: $JPM Research Update: #Economist Michael Feroli on the outlook for the U.S. consumer. https://t.co/kkaV5vO4RU')
('2017-04-22 14:39:46', 'Fortis Advisors LLC Buys Shares of 7298 JPMorgan Chase &amp; Co. $JPM https://t.co/4i5OGjSIzE')
('2017-04-22 14:28:59', 'FREE REPORT\n#Stocks #equity #investment #HedgeFunds reducing #Financials $XLF exposure\nFor example $JPM weakeningâ€_ https://t.co/uVIjDbj1fn')
('2017-04-22 14:08:56', 'JPMorgan Chase &amp; Co. Target of Unusually Large Options Trading $JPM https://t.co/GtUISWAgQx')
('2017-04-22 13:17:54', 'RT @raymond10mm: $GOOG $AAPL $NFLX $PG $jnj $XOM $WFC $GS $fb $JPM $t $GE $lmt $ko $LYB $TWX $MSFT $CL $TXN $INTC $TSLA $D $HCA $DO $ECL $Jâ€_')
('2017-04-22 13:14:20', '$GOOG $AAPL $NFLX $PG $jnj $XOM $WFC $GS $fb $JPM $t $GE $lmt $ko $LYB $TWX $MSFT $CL $TXN $INTC $TSLA $D $HCA $DOâ€_ https://t.co/69LOdS3MkZ')
('2017-04-22 12:57:28', 'JPMorgan Chase &amp; Co. Sees Unusually Large Options Volume $JPM https://t.co/GbgYJrsrYE')
('2017-04-22 12:57:26', 'JPMorgan Chase &amp; Co. Sees Unusually Large Options Volume $JPM https://t.co/ij4trgnoQ2')
('2017-04-22 12:35:02', 'RT @GreenStocks2016: Bond ETFs Experience Big Inflow $SPY $QQQ $INDU $IWM $AGG $BND $GLD $BTC $GOOG $IVV $VTI $AAPL $FB $dia $indu $c $usdâ€_')
('2017-04-22 12:30:27', 'JPMorgan Chase &amp; Co. Target of Unusually Large Options Trading $JPM https://t.co/tCByrOTJFO')
('2017-04-22 12:30:27', 'JPMorgan Chase &amp; Co. Target of Unusually Large Options Trading $JPM https://t.co/44Nqmbuylh #acn')
('2017-04-22 12:22:33', 'RT @GreenStocks2016: Bond ETFs Experience Big Inflow $SPY $QQQ $INDU $IWM $AGG $BND $GLD $BTC $GOOG $IVV $VTI $AAPL $FB $dia $indu $c $usdâ€_')
('2017-04-22 12:17:28', 'L &amp; S Advisors Inc Takes Position in JPMorgan Chase &amp; Co. $JPM https://t.co/PbUaUzl37Y')
('2017-04-22 12:17:27', 'L &amp; S Advisors Inc Takes Position in JPMorgan Chase &amp; Co. $JPM https://t.co/Qe8rl6EUIb')
('2017-04-22 12:05:34', 'RT @GreenStocks2016: Bond ETFs Experience Big Inflow $SPY $QQQ $INDU $IWM $AGG $BND $GLD $BTC $GOOG $IVV $VTI $AAPL $FB $dia $indu $c $usdâ€_')
('2017-04-22 12:05:17', 'RT @GreenStocks2016: Bond ETFs Experience Big Inflow $SPY $QQQ $INDU $IWM $AGG $BND $GLD $BTC $GOOG $IVV $VTI $AAPL $FB $dia $indu $c $usdâ€_')
('2017-04-22 12:04:53', 'RT @GreenStocks2016: Bond ETFs Experience Big Inflow $SPY $QQQ $INDU $IWM $AGG $BND $GLD $BTC $GOOG $IVV $VTI $AAPL $FB $dia $indu $c $usdâ€_')
('2017-04-22 12:04:25', 'RT @GreenStocks2016: Bond ETFs Experience Big Inflow $SPY $QQQ $INDU $IWM $AGG $BND $GLD $BTC $GOOG $IVV $VTI $AAPL $FB $dia $indu $c $usdâ€_')
('2017-04-22 12:04:07', 'Bond ETFs Experience Big Inflow $SPY $QQQ $INDU $IWM $AGG $BND $GLD $BTC $GOOG $IVV $VTI $AAPL $FB $dia $indu $câ€_ https://t.co/34CQluiar2')
('2017-04-22 11:57:21', 'Athena Global Investors LLC Holds Position in JPMorgan Chase &amp; Co. $JPM https://t.co/rhfIV0nrtp')
('2017-04-22 10:34:24'," ""[Barron's] After a 10% pullback #banks look like a buy..\nhttps://t.co/vSoWZtLuZH\n$BAC $C $GS $JPM $MS $WFCâ€_ https://t.co/R1NnIFCjy8"")"
('2017-04-22 10:16:58', 'RT @DozenStocks: Weekly Dow #Stocks Trend $DD $MSFT $CAT $INTC $MRK $BA $CSCO $AAPL $IBM $JPM $MCD $UNH $DIS $V $HD $TRV $AXP  @ https://t.â€_')
('2017-04-22 10:12:40', 'Grow your wealth with @ProfectuSystems trading models. $AAPL $AMZN $NFLX $GOOGL $TSLA $MSFT $VIX $SPY $VXX $UVXY $IBM $WFC $JPM $C $GS')
('2017-04-22 10:04:11', 'JPMorgan Chase &amp; Co. $JPM Shares Sold by Capital International Ltd. CA https://t.co/CbI31TaDuY')
('2017-04-22 10:04:11', 'L &amp; S Advisors Inc Takes Position in JPMorgan Chase &amp; Co. $JPM https://t.co/Q9elXvCI6b')
('2017-04-22 10:03:36', 'Fortis Advisors LLC Buys Shares of 7298 JPMorgan Chase &amp; Co. $JPM https://t.co/YD52aPlj7H')
('2017-04-22 10:02:11', 'L &amp; S Advisors Inc Takes Position in JPMorgan Chase &amp; Co. $JPM https://t.co/i3L8iseMHM')
('2017-04-22 10:02:10', 'L &amp; S Advisors Inc Takes Position in JPMorgan Chase &amp; Co. $JPM https://t.co/VHa7UpqVZ7')
('2017-04-22 10:02:10', 'JPMorgan Chase &amp; Co. $JPM Shares Sold by Capital International Ltd. CA https://t.co/2NA0AjyQLI')
('2017-04-22 10:02:09', 'JPMorgan Chase &amp; Co. $JPM Shares Sold by Capital International Ltd. CA https://t.co/piTR6xT8VG')
('2017-04-22 10:01:14', 'Weekly S&amp;P100 #Stocks Performance $DOW $DD $FDX $BA $MSFT $CAT $TXN $FOXA $FB $IBM $JPM $GD $PCLN $USB  more@ https://t.co/cKkr8csQUU')
('2017-04-22 10:00:58', 'Weekly Dow #Stocks Trend $DD $MSFT $CAT $INTC $MRK $BA $CSCO $AAPL $IBM $JPM $MCD $UNH $DIS $V $HD $TRV $AXP  @ https://t.co/TvzJfd0RGT')
