('2017-04-17 15:59:15'," ""@ScottWapnerCNBC $AMZN crushes everyone they compete with.  $NFLX will be AMAZON'S next victim."")"
('2017-04-17 01:21:43'," ""@AnthonyCrudele Have the feeling that last one won't be true by 4pm tomorrow as traders anticipate results from‰Û_ https://t.co/GiFTCPyDBS"")"
('2017-04-17 01:17:40', 'RT @eWhispers: #earnings $BAC $NFLX $GS $UNH $JNJ $IBM $GE $QCOM $VZ $SCHW $MS $CUDA $BX $PGR $V $MTB $HOG $ABT $UAL $CMA $RF $USB  https:/‰Û_')
('2017-04-17 01:06:31'," ""RT @TMLTrader: $NFLX How to Find and Own America's Greatest Opportunities (by William O'Neil): featuring Netflix. Courtesy of IBD https://t‰Û_"")"
('2017-04-17 00:57:17', 'RT @JustinPulitzer: Weekend Review Video 4/16: $VIX $TLT $GLD $SLV $IBB $SPY $IWM $QQQ $MSFT $AAPL $AMZN $FB $NFLX $TSLA $CAT $IBM $QCOM ht‰Û_')
('2017-04-17 00:56:15', 'RT @TheStreet: What is surprising is how much higher Netflix usage is than that for any direct rival https://t.co/ZOF428erIN $NFLX')
('2017-04-17 00:55:43', 'More bad news from #LeEco: #EcoPass video stories pulled - $AMZN $NFLX #videoStreaming #VOD https://t.co/YlE1JMAIBS https://t.co/jKMhnWDcx0')
('2017-04-17 00:49:05', 'RT @triggerfinance: Another earnings season is upon us - get the latest triggers! up next $UAL and $NFLX tomorrow https://t.co/FkX19kcp9V')
('2017-04-17 00:48:43'," ""RT @TMLTrader: $NFLX How to Find and Own America's Greatest Opportunities (by William O'Neil): featuring Netflix. Courtesy of IBD https://t‰Û_"")"
('2017-04-17 00:47:45', 'RT @TheStreet: What is surprising is how much higher Netflix usage is than that for any direct rival https://t.co/ZOF428erIN $NFLX')
('2017-04-17 00:47:43', 'Another earnings season is upon us - get the latest triggers! up next $UAL and $NFLX tomorrow https://t.co/FkX19kcp9V')
('2017-04-17 00:47:30', 'RT @420WeedStreet: $SPY @MikePenceVP NICE!! @POTUS N.Korea  $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $D‰Û_')
('2017-04-17 00:44:14', 'RT @SharePlanner: Managing risk is what will lead to greater profitability - here are 3 ways. #trading $AAPL $FB $NFLX $GOOGL $AMZN  https:‰Û_')
('2017-04-17 00:44:09', '$SPY @MikePenceVP NICE!! @POTUS N.Korea  $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB‰Û_ https://t.co/ayAPt6nVcR')
('2017-04-17 00:35:11', 'Feeling bearish on $NFLX ahead of earnings. Full analysis tomorrow in the live trading room. One massive call sweeper can change everything')
('2017-04-17 00:32:31', 'RT @TheStreet: What is surprising is how much higher Netflix usage is than that for any direct rival https://t.co/ZOF428erIN $NFLX')
('2017-04-17 00:25:01'," ""RT @TMLTrader: $NFLX How to Find and Own America's Greatest Opportunities (by William O'Neil): featuring Netflix. Courtesy of IBD https://t‰Û_"")"
('2017-04-17 00:21:43'," ""$NFLX How to Find and Own America's Greatest Opportunities (by William O'Neil): featuring Netflix. Courtesy of IBD https://t.co/McqqvbuXjp"")"
('2017-04-17 00:21:17', 'RT @chessNwine: Weekend Overview and Analysis 04/16/17 {Video} https://t.co/4uqTodRoKa $IWM $NFLX $QQQ $SPY $TSLA #stocks #market')
('2017-04-17 00:20:09', '#Stocks #Options Play on $NFLX  Ahead of #Earnings 17 Apr - Analysis Charts &amp; Setup for #Trading this Stock &gt;‰Û_ https://t.co/ns1fBODHvX')
('2017-04-17 00:19:14', 'RT @420WeedStreet: $SPY WWIII ?? $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY $PCLN h‰Û_')
('2017-04-17 00:18:13', '$NFLX reports tomorrow')
('2017-04-17 00:16:50', 'Weekend Overview and Analysis 04/16/17 {Video} https://t.co/4uqTodRoKa $IWM $NFLX $QQQ $SPY $TSLA #stocks #market')
('2017-04-17 00:16:20', '$SPY WWIII ?? $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY‰Û_ https://t.co/SbYLUW7cY0')
('2017-04-17 00:15:11', 'RT @420WeedStreet: $SPY China AND Russia?!!  @POTUS $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA $USO‰Û_')
('2017-04-17 00:12:23', '#Stocks #Options Play on $NFLX  Ahead of #Earnings 17 Apr - Analysis Charts &amp; Setup for #Trading this Stock &gt;‰Û_ https://t.co/3LrrAMntWu vi‰Û_')
('2017-04-17 00:11:49', '$SPY China AND Russia?!!  @POTUS $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX  $BIDU $SNAP $FB $DJI $DJIA‰Û_ https://t.co/wQaavM2HDK')
('2017-04-17 00:11:16', 'RT @IBD_ECarson: Stocks Head Into Monday With North Korea Netflix In Mind https://t.co/lWOwQouWeV $NFLX $UAL $CUDA $AMZN $GOOGL https://t.‰Û_')
('2017-04-17 00:07:06', 'RT @LiuOfWallStreet: Uh Oh says Renko $XLK $AAPL $TSLA $NFLX $GOOG $AMZN $SNAP $FB $TWTR $AMD Live Daytrades: https://t.co/D6mnuG9DvJ https‰Û_')
('2017-04-17 00:05:05', '#Stocks #Options Play on $NFLX  Ahead of #Earnings 17 Apr - Analysis Charts &amp; Setup for #Trading this Stock &gt;‰Û_ https://t.co/0q1YDd2jFL')
('2017-04-17 00:05:05', '#Stocks #Options Play on $NFLX  Ahead of #Earnings 17 Apr - Analysis Charts &amp; Setup for #Trading this Stock &gt;‰Û_ https://t.co/RLoRjtuDw6')
('2017-04-17 00:05:05', '#Stocks #Options Play on $NFLX  Ahead of #Earnings 17 Apr - Analysis Charts &amp; Setup for #Trading this Stock &gt;‰Û_ https://t.co/mQSCwz586w')
('2017-04-17 00:05:05', '#Stocks #Options Play on $NFLX  Ahead of #Earnings 17 Apr - Analysis Charts &amp; Setup for #Trading this Stock &gt;‰Û_ https://t.co/1BkRGt2EbE')
('2017-04-17 00:05:05', '#Stocks #Options Play on $NFLX  Ahead of #Earnings 17 Apr - Analysis Charts &amp; Setup for #Trading this Stock &gt;‰Û_ https://t.co/m16GzRpGhF')
('2017-04-17 00:05:05', '#Stocks #Options Play on $NFLX  Ahead of #Earnings 17 Apr - Analysis Charts &amp; Setup for #Trading this Stock &gt;‰Û_ https://t.co/XDKcfAvnvU')
('2017-04-17 00:03:08', 'RT @OptionsHawk: Now Available: Earnings Snapshot Previews/Trades 4-17-17 $NFLX $IBM $EBAY $SLB $HON https://t.co/wA17uNlxOT')
('2017-04-16 23:59:24', 'Uh Oh says Renko $XLK $AAPL $TSLA $NFLX $GOOG $AMZN $SNAP $FB $TWTR $AMD Live Daytrades: https://t.co/D6mnuG9DvJ https://t.co/EWtOtZPo8k')
('2017-04-16 23:57:52', 'RT @TheStreet: What is surprising is how much higher Netflix usage is than that for any direct rival https://t.co/ZOF428erIN $NFLX')
('2017-04-16 23:57:25', 'RT @TheStreet: What is surprising is how much higher Netflix usage is than that for any direct rival https://t.co/ZOF428erIN $NFLX')
('2017-04-16 23:57:12', 'RT @TheStreet: What is surprising is how much higher Netflix usage is than that for any direct rival https://t.co/ZOF428erIN $NFLX')
('2017-04-16 23:51:02', 'RT @TheStreet: What is surprising is how much higher Netflix usage is than that for any direct rival https://t.co/ZOF428erIN $NFLX')
('2017-04-16 23:50:57', 'RT @Investing_Books: Why Moats Matter: The Morningstar Approach to Stock Investing: https://t.co/mFUX7vHzMF $SPY $AAPL $AMZN $NFLX $TSLA $Wäó_')
('2017-04-16 23:50:49', 'RT @TheStreet: What is surprising is how much higher Netflix usage is than that for any direct rival https://t.co/ZOF428erIN $NFLX')
('2017-04-16 23:50:33', 'RT @TheStreet: What is surprising is how much higher Netflix usage is than that for any direct rival https://t.co/ZOF428erIN $NFLX')
('2017-04-16 23:49:33', 'RT @TheStreet: What is surprising is how much higher Netflix usage is than that for any direct rival https://t.co/ZOF428erIN $NFLX')
('2017-04-16 23:49:08', 'What is surprising is how much higher Netflix usage is than that for any direct rival $NFLX @TheStreet https://t.co/NSq32TLOSO')
('2017-04-16 23:49:06', 'What is surprising is how much higher Netflix usage is than that for any direct rival https://t.co/ZOF428erIN $NFLX')
('2017-04-16 23:48:55', 'Why Moats Matter: The Morningstar Approach to Stock Investing: https://t.co/mFUX7vHzMF $SPY $AAPL $AMZN $NFLX $TSLA $WMT')
('2017-04-16 23:41:47', 'RT @OptionsHawk: Now Available: Earnings Snapshot Previews/Trades 4-17-17 $NFLX $IBM $EBAY $SLB $HON https://t.co/wA17uNlxOT')
('2017-04-16 23:39:30', 'RT @SleemStockPicks: #Earnings Calendar --&gt; $NFLX $UAL $CUDA $BAC $GNC $HOG $GS $JNJ $MS $ABT $EBAY $QCOM $VZ $PM $SKX $V $SLB $GE $IBM\nhttäó_')
('2017-04-16 23:34:33', 'RT @IBD_ECarson: Stocks Head Into Monday With North Korea Netflix In Mind https://t.co/lWOwQouWeV $NFLX $UAL $CUDA $AMZN $GOOGL https://t.äó_')
('2017-04-16 23:34:11', 'RT @eWhispers: #earnings $BAC $NFLX $GS $UNH $JNJ $IBM $GE $QCOM $VZ $SCHW $MS $CUDA $BX $PGR $V $MTB $HOG $ABT $UAL $CMA $RF $USB  https:/äó_')
('2017-04-16 23:33:18', 'RT @KevinRKelly_: Yes @MariaBartiromo! Banks $JPM $C could not move the needle last week. TECH earnings will determine mkt move this week wäó_')
('2017-04-16 23:32:35', 'RT @JustinPulitzer: Weekend Review Video 4/16: $VIX $TLT $GLD $SLV $IBB $SPY $IWM $QQQ $MSFT $AAPL $AMZN $FB $NFLX $TSLA $CAT $IBM $QCOM htäó_')
('2017-04-16 23:29:28', 'Thurs highest Call/Put ratio vs OI for earnings this wk: $NFLX $C $JNJ $EBAY $GS $QCOM $YHOO $LVS $IBM $AXP $MS ä_çä_çä_çäó_ https://t.co/8svlhK8IJ6')
('2017-04-16 23:29:07', 'Yes @MariaBartiromo! Banks $JPM $C could not move the needle last week. TECH earnings will determine mkt move thisäó_ https://t.co/KUDuAS35k7')
('2017-04-16 23:26:39', 'RT @CBOE: Earnings: $JPM $WFC $C $BAC $NFLX. Plus $TSLA May puts @AngieMiles w @OptionPit #FrenchElection &amp; $VIX https://t.co/sPjAL5oqXäó_')
('2017-04-16 23:25:10', 'RT @OptionsHawk: Now Available: Earnings Snapshot Previews/Trades 4-17-17 $NFLX $IBM $EBAY $SLB $HON https://t.co/wA17uNlxOT')
('2017-04-16 23:23:30', 'RT @JustinPulitzer: Weekend Review Video 4/16: $VIX $TLT $GLD $SLV $IBB $SPY $IWM $QQQ $MSFT $AAPL $AMZN $FB $NFLX $TSLA $CAT $IBM $QCOM htäó_')
('2017-04-16 23:23:04', 'RT @OptionsHawk: Now Available: Earnings Snapshot Previews/Trades 4-17-17 $NFLX $IBM $EBAY $SLB $HON https://t.co/wA17uNlxOT')
('2017-04-16 23:22:41', 'RT @420WeedStreet: $SPY #MOAB  $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY $PCLN $SNAäó_')
('2017-04-16 23:22:06', 'RT @eWhispers: #earnings $BAC $NFLX $GS $UNH $JNJ $IBM $GE $QCOM $VZ $SCHW $MS $CUDA $BX $PGR $V $MTB $HOG $ABT $UAL $CMA $RF $USB  https:/äó_')
('2017-04-16 23:19:50', '$SPY #MOAB  $SPX $QQQ $IWM $GS $CMG $BAC $AAPL $BABA $C $JPM $NFLX $BIDU $SNAP $FB $DJI $DJIA $USO $VIX $UVXY $PCLNäó_ https://t.co/YC0PXVgenc')
('2017-04-16 23:18:42', 'Now Available: Earnings Snapshot Previews/Trades 4-17-17 $NFLX $IBM $EBAY $SLB $HON https://t.co/wA17uNlxOT')
('2017-04-16 23:17:22', 'RT @PipsToDollars: #earnings $NFLX $HOG $IBM $HA $V $UAL $BAC $GS https://t.co/zP6xOjroao')
('2017-04-16 23:12:35'," 'Free video w/setups for April 17 ""It all Adds Up To This"" $NVDA $NFLX $TSLA $MU https://t.co/zhh1rJh0tL')"
('2017-04-16 23:04:19', 'RT @Investing_Books: Damodaran on Valuation: Security Analysis for Investment and Corporate Finance: https://t.co/TrZu9mFAqp $AAPL $TSLA $Aäó_')
('2017-04-16 23:03:56', 'Damodaran on Valuation: Security Analysis for Investment and Corporate Finance: https://t.co/TrZu9mFAqp $AAPL $TSLA $AMZN $NFLX $GOOGL')
('2017-04-16 23:03:13', 'RT @SleemStockPicks: #Earnings Calendar --&gt; $NFLX $UAL $CUDA $BAC $GNC $HOG $GS $JNJ $MS $ABT $EBAY $QCOM $VZ $PM $SKX $V $SLB $GE $IBM\nhttäó_')
('2017-04-16 23:00:29', 'RT @OphirGottlieb: $NFLX A Must Know Adjustment When Trading Options in Netflix https://t.co/jAcWdIVhiF https://t.co/GLVDEWru8Z')
('2017-04-16 22:55:29', '#Earnings Calendar --&gt; $NFLX $UAL $CUDA $BAC $GNC $HOG $GS $JNJ $MS $ABT $EBAY $QCOM $VZ $PM $SKX $V $SLB $GE $IBMäó_ https://t.co/yfPvBAhX8q')
('2017-04-16 22:53:41', 'RT @Options_Buddy: $NFLX #Nasdaq #Stocks #Options #Trading Idea - Analysis #Charts &amp; Setup Ahead of @netflix #Earnings 17 Apr &gt;&gt; https://t.äó_')
('2017-04-16 22:53:39', 'RT @StocksSocial1: $NFLX #Nasdaq #Stocks #Options #Trading Idea - Analysis #Charts &amp; Setup Ahead of @netflix #Earnings 17 Apr &gt;&gt; https://t.äó_')
('2017-04-16 22:53:37', 'RT @investingbuddy: $NFLX #Nasdaq #Stocks #Options #Trading Idea - Analysis #Charts &amp; Setup Ahead of @netflix #Earnings 17 Apr &gt;&gt; https://täó_')
('2017-04-16 22:53:31', 'RT @uk_stocktweets: $NFLX #Nasdaq #Stocks #Options #Trading Idea - Analysis #Charts &amp; Setup Ahead of @netflix #Earnings 17 Apr &gt;&gt; https://täó_')
('2017-04-16 22:52:47', 'RT @Futures_Buddy: $NFLX #Nasdaq #Stocks #Options #Trading Idea - Analysis #Charts &amp; Setup Ahead of @netflix #Earnings 17 Apr &gt;&gt; https://t.äó_')
('2017-04-16 22:52:35', 'RT @pbrat40plus: $NFLX #Nasdaq #Stocks #Options #Trading Idea - Analysis #Charts &amp; Setup Ahead of @netflix #Earnings 17 Apr &gt;&gt; https://t.coäó_')
('2017-04-16 22:50:03', '$AMZN $GOOG $GOOGL $NFLX Technical Analysis Video to Prepare for Tomorrow. #business #trading #finance #wallstree... https://t.co/SNQm68BKXR')
('2017-04-16 22:48:55', 'The Volatility Edge in Options Trading by Jeff Augen: https://t.co/Pd3vPOICgr $SPY $VIX $TSLA $NFLX $GOOGL $AMZN $FB $C $T $VZ')
('2017-04-16 22:45:06', '$NFLX #Nasdaq #Stocks #Options #Trading Idea - Analysis #Charts &amp; Setup Ahead of @netflix #Earnings 17 Apr &gt;&gt;äó_ https://t.co/ICljpNGoUs')
('2017-04-16 22:45:05', '$NFLX #Nasdaq #Stocks #Options #Trading Idea - Analysis #Charts &amp; Setup Ahead of @netflix #Earnings 17 Apr &gt;&gt;äó_ https://t.co/A5hpsTMUky')
('2017-04-16 22:45:05', '$NFLX #Nasdaq #Stocks #Options #Trading Idea - Analysis #Charts &amp; Setup Ahead of @netflix #Earnings 17 Apr &gt;&gt;äó_ https://t.co/sJdPAkkyNj')
('2017-04-16 22:45:05', '$NFLX #Nasdaq #Stocks #Options #Trading Idea - Analysis #Charts &amp; Setup Ahead of @netflix #Earnings 17 Apr &gt;&gt;äó_ https://t.co/DnVdSeWRLS')
('2017-04-16 22:45:05', '$NFLX #Nasdaq #Stocks #Options #Trading Idea - Analysis #Charts &amp; Setup Ahead of @netflix #Earnings 17 Apr &gt;&gt;äó_ https://t.co/LZRXWqhFmZ')
('2017-04-16 22:42:09', 'RT @PipsToDollars: #earnings $NFLX $HOG $IBM $HA $V $UAL $BAC $GS https://t.co/zP6xOjroao')
('2017-04-16 22:40:13'," ""RT @ExactOptionPick: Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/78FVQDKYyw\n\n$NVDA $TSLA $GSäó_"")"
('2017-04-16 22:40:13'," ""RT @ExactOptionPick: Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/78FVQDKYyw\n\n$NVDA $TSLA $GSäó_"")"
('2017-04-16 22:39:38'," ""Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/78FVQDKYyw\n\n$NVDA $TSLA $GS $NFLX $JPM $GOOGL $FB"")"
('2017-04-16 22:39:25', 'RT @OphirGottlieb: $NFLX A Must Know Adjustment When Trading Options in Netflix https://t.co/jAcWdIVhiF https://t.co/GLVDEWru8Z')
('2017-04-16 22:39:04', '$NFLX A Must Know Adjustment When Trading Options in Netflix https://t.co/jAcWdIVhiF https://t.co/GLVDEWru8Z')
('2017-04-16 22:28:51', 'RT @SiliconStocks: #SiliconValley #stocks on watch:\n$TSLA $CLSN $STRP $ARYC $ATT $AMZN  $GSAY $AAOI $NFLX $AMD')
('2017-04-16 22:21:09', 'Action List for Monday April 17 2017 https://t.co/kFb8i7Hn2Z $X $AKS $MU $AMD $INTC $AAPL $MSFT $NFLX $NKE $M https://t.co/fuPeeSbOH9')
('2017-04-16 22:20:32', '3 Things to Watch in the Stock Market This Week https://t.co/xkBpMIXLCs $NFLX $AXP $JNJ https://t.co/5Izee9Yut0')
('2017-04-16 22:12:33', 'RT @eWhispers: #earnings $BAC $NFLX $GS $UNH $JNJ $IBM $GE $QCOM $VZ $SCHW $MS $CUDA $BX $PGR $V $MTB $HOG $ABT $UAL $CMA $RF $USB  https:/äó_')
('2017-04-16 22:10:20', '$NFLX https://t.co/I9bFByXH5p')
('2017-04-16 22:10:14', 'RT @eWhispers: #earnings $BAC $NFLX $GS $UNH $JNJ $IBM $GE $QCOM $VZ $SCHW $MS $CUDA $BX $PGR $V $MTB $HOG $ABT $UAL $CMA $RF $USB  https:/äó_')
('2017-04-16 22:09:12', 'RT @eWhispers: #earnings $BAC $NFLX $GS $UNH $JNJ $IBM $GE $QCOM $VZ $SCHW $MS $CUDA $BX $PGR $V $MTB $HOG $ABT $UAL $CMA $RF $USB  https:/äó_')
('2017-04-16 22:05:57', 'Trailblazers Podcast:Lights... Camera... Disruption. film TV &amp; $nflx \nhttps://t.co/jl2ebvFzBv')
('2017-04-16 22:01:00', 'RT @OptionsHawk: $NFLX Put/Call Open Interest at 1.39 into earnings highest I have on record (2 years) investors are well hedged into thiäó_')
('2017-04-16 21:40:28', 'Notable earnings after Mondayäó»s close https://t.co/FjD8gJ1K8e $BRO $CUDA $NFLX $PNFP #sitifatimah #malaysia #financialplanning')
('2017-04-16 21:38:32', 'RT @eWhispers: #earnings $BAC $NFLX $GS $UNH $JNJ $IBM $GE $QCOM $VZ $SCHW $MS $CUDA $BX $PGR $V $MTB $HOG $ABT $UAL $CMA $RF $USB  https:/äó_')
('2017-04-16 21:38:04', '(Netflix) earnings after Mondayäó»s close (04-17) https://t.co/nheU3IokAA $BRO $CUDA $NFLX $PNFP')
('2017-04-16 21:36:52', 'Netflix Inc. $NFLX Given Average Rating of äóìBuyäóù by Analysts https://t.co/FeIwoDunoQ')
('2017-04-16 21:36:05', 'Notable earnings after Mondayäó»s close https://t.co/asViEGiwtd $BRO $CUDA $NFLX $PNFP')
('2017-04-16 21:36:05', 'Notable earnings after Mondayäó»s close https://t.co/eVr7mycVWF $BRO $CUDA $NFLX $PNFP')
('2017-04-16 21:27:14', 'RT @TMLTrader: $NFLX sits just below its 50-day line. On earnings watch next week 4/17 AMC. https://t.co/Rc9VRnWX1c')
('2017-04-16 21:26:48', 'RT @eWhispers: #earnings $BAC $NFLX $GS $UNH $JNJ $IBM $GE $QCOM $VZ $SCHW $MS $CUDA $BX $PGR $V $MTB $HOG $ABT $UAL $CMA $RF $USB  https:/äó_')
('2017-04-16 21:19:45', 'RT @eWhispers: #earnings $BAC $NFLX $GS $UNH $JNJ $IBM $GE $QCOM $VZ $SCHW $MS $CUDA $BX $PGR $V $MTB $HOG $ABT $UAL $CMA $RF $USB  https:/äó_')
('2017-04-16 21:09:56', 'RT @BoardCentral: Top Stock searches on message boards and Twitter: $USO $AAPL $SPY $NFLX $UAL (04:07 pm) #stocks #finance #stockmarket #Stäó_')
('2017-04-16 21:09:51', 'RT @SharePlanner: Be sure to try a Free 7-Day Trial of the SharePlanner Splash Zone. Learn to Profit Trade consistently #stocks $NFLX httpäó_')
('2017-04-16 21:09:33', 'RT @JustinPulitzer: Weekend Review Video 4/16: $VIX $TLT $GLD $SLV $IBB $SPY $IWM $QQQ $MSFT $AAPL $AMZN $FB $NFLX $TSLA $CAT $IBM $QCOM htäó_')
('2017-04-16 21:07:16', 'RT @JustinPulitzer: Weekend Review Video 4/16: $VIX $TLT $GLD $SLV $IBB $SPY $IWM $QQQ $MSFT $AAPL $AMZN $FB $NFLX $TSLA $CAT $IBM $QCOM htäó_')
('2017-04-16 21:05:16', 'RT @Tunaman4u2: 3 days of no trading and chart study finished Friday = more time with family \n#Hotwheels\n$spy $aapl $gld $eem $iwm $tsla $näó_')
('2017-04-16 21:05:08', 'Get #Stocks #Options #Trading Idea on $NFLX #Nasdaq ahead of #Earnings 17 Apr - HERE on our #mtbanalysis Mag &gt;äó_ https://t.co/gsBAoLat8I')
('2017-04-16 20:58:29', '$NFLX maturity 04/21/2017 Vol PutCallRatio of 1.31 puts=18129 calls=13793 . https://t.co/x6H2A75Vm5 https://t.co/59ozO25Aly')
('2017-04-16 20:48:56', 'Hedge Funds For Dummies: https://t.co/XbD0J4FNcz $SPY $SPX $VIX $AAPL $AMZN $GOOGL $NFLX $TSLA $WMT $IBM')
('2017-04-16 20:41:40', '@OptionsHawk $NFLX will not be stand alone company within 18 months.  Someone will buy em out at $200sh')
('2017-04-16 20:40:58', 'RT @eWhispers: #earnings $BAC $NFLX $GS $UNH $JNJ $IBM $GE $QCOM $VZ $SCHW $MS $CUDA $BX $PGR $V $MTB $HOG $ABT $UAL $CMA $RF $USB  https:/äó_')
('2017-04-16 20:35:01', 'RT @15minofPham: Op Ex wk best performers over past 12 mths: $AAPL $NFLX $QQQ $AMAT $NVDA $GPRO $LVS $CC $NTAP $BHI $STM $TMUS $ADSK https:äó_')
('2017-04-16 20:34:01', '3 days of no trading and chart study finished Friday = more time with family \n#Hotwheels\n$spy $aapl $gld $eem $iwmäó_ https://t.co/bAGFNUv3Ch')
('2017-04-16 20:28:55', 'RT @ExactOptionPick: Enjoy your Sunday afternoon. Looking forward to a big start of the week tomorrow! DAILY FREE TRADE at https://t.co/78Fäó_')
('2017-04-16 20:26:04', 'RT @SharePlanner: Be sure to try a Free 7-Day Trial of the SharePlanner Splash Zone. Learn to Profit Trade consistently #stocks $NFLX httpäó_')
('2017-04-16 20:10:24', '$NFLX all about earnings after the close tomorrow. Subscriber number is key https://t.co/4GHfrbIOk3')
('2017-04-16 20:10:13', 'Top Stock searches on message boards and Twitter: $USO $AAPL $SPY $NFLX $UAL (04:07 pm) #stocks #finance #stockmarket #StockPicks')
('2017-04-16 20:09:48', 'RT @Investing_Books: One Up on Wall Street by Peter Lynch. Fantastic book on investing: https://t.co/6WRYJLtyMv $SPY $TSLA $VIX $VXX $NFLXäó_')
('2017-04-16 20:09:31', 'Our REAL TIME TRADE ALERTS via PRIVATE $TWTR FEED perfect for people who have FT jobs and trade part-time! $AMZN $NFLX $GOOGL $NVDA $GS $FB')
('2017-04-16 20:09:19', 'NOW OFFERING: 7 Day FREE Trial to our options day trading team Room or $TWTR feed\nhttps://t.co/zZPRJH5xOh\n$FB $AAPL $NFLX $TSLA $AMZN $GOOGL')
('2017-04-16 20:08:37', 'RT @ExactOptionPick: Enjoy your Sunday afternoon. Looking forward to a big start of the week tomorrow! DAILY FREE TRADE at https://t.co/78Fäó_')
('2017-04-16 20:08:37', 'RT @ExactOptionPick: Enjoy your Sunday afternoon. Looking forward to a big start of the week tomorrow! DAILY FREE TRADE at https://t.co/78Fäó_')
('2017-04-16 20:08:28', 'Enjoy your Sunday afternoon. Looking forward to a big start of the week tomorrow! DAILY FREE TRADE at https://t.co/78FVQDKYyw \n\n$NFLX $AAPL')
('2017-04-16 20:05:06', '#Stocks #Options Play on $NFLX  Ahead of #Earnings 17 Apr - Analysis Charts &amp; Setup for #Trading this Stock &gt;äó_ https://t.co/H7MQKz8oc7')
('2017-04-16 20:05:06', '#Stocks #Options Play on $NFLX  Ahead of #Earnings 17 Apr - Analysis Charts &amp; Setup for #Trading this Stock &gt;äó_ https://t.co/XSPRh3poTi')
('2017-04-16 20:05:05', '#Stocks #Options Play on $NFLX  Ahead of #Earnings 17 Apr - Analysis Charts &amp; Setup for #Trading this Stock &gt;äó_ https://t.co/IlO6rKtZOj')
('2017-04-16 20:05:05', '#Stocks #Options Play on $NFLX  Ahead of #Earnings 17 Apr - Analysis Charts &amp; Setup for #Trading this Stock &gt;äó_ https://t.co/fgOsec4PUv')
('2017-04-16 20:05:05', '#Stocks #Options Play on $NFLX  Ahead of #Earnings 17 Apr - Analysis Charts &amp; Setup for #Trading this Stock &gt;äó_ https://t.co/4cg5pjvmyQ')
('2017-04-16 20:05:05', '#Stocks #Options Play on $NFLX  Ahead of #Earnings 17 Apr - Analysis Charts &amp; Setup for #Trading this Stock &gt;äó_ https://t.co/v4vVR3DsOb')
('2017-04-16 20:04:40', 'RT @Investing_Books: Trading Options Around Earnings Reports: https://t.co/Cw6vHAfkba #options $AMZN $NFLX $TSLA $AAPL $BBRY $TIF $GOOGL $Läó_')
('2017-04-16 20:04:40', 'RT @15minofPham: Op Ex wk best performers over past 12 mths: $AAPL $NFLX $QQQ $AMAT $NVDA $GPRO $LVS $CC $NTAP $BHI $STM $TMUS $ADSK https:äó_')
('2017-04-16 20:04:16', 'RT @SharePlanner: Managing risk is what will lead to greater profitability - here are 3 ways. #trading $AAPL $FB $NFLX $GOOGL $AMZN  https:äó_')
('2017-04-16 19:59:48', 'RT @OptionsHawk: $NFLX Put/Call Open Interest at 1.39 into earnings highest I have on record (2 years) investors are well hedged into thiäó_')
('2017-04-16 19:59:41', '$ESRX $LNKD $NFLX $ORCL long and short #stocks from #NASDAQ up to 1500% in cumulative profits since 2010.äó_ https://t.co/xwWC2PYNma')
('2017-04-16 19:59:07', '$MYL $NFLX $ORCL $QCOM $SBUX $SOHU Trade long and short positions from the #NASDAQ up to 190% since 2011. https://t.co/T3Fv7dn8iq $QQQ $DIA')
('2017-04-16 19:53:13', 'RT @OptionsHawk: $NFLX Put/Call Open Interest at 1.39 into earnings highest I have on record (2 years) investors are well hedged into thiäó_')
('2017-04-16 19:51:30', '$QQQ all eyes on $NFLX tomorrow. lots of small support down to bigger support could reverse on a dime. https://t.co/Yjjj31O5hb')
('2017-04-16 19:48:57', 'Trading Options Around Earnings Reports: https://t.co/Cw6vHAfkba #options $AMZN $NFLX $TSLA $AAPL $BBRY $TIF $GOOGL $LNKD $FB $QCOM')
('2017-04-16 19:47:03', 'Be sure to try a Free 7-Day Trial of the SharePlanner Splash Zone. Learn to Profit Trade consistently #stocksäó_ https://t.co/pKR4xhW6WG')
('2017-04-16 19:45:55', '3 Things to Watch in the Stock Market This Week @themotleyfool #stocks $^DJI $^GSPC $JNJ $NFLX $AXP https://t.co/ZSz3E7cFo5')
